gene	chr	pos	fdr
GH_A01G1051	A01	19956499	0.545545409456082
GH_A01G1079	A01	21046696	0.777997377965941
GH_A01G1081	A01	21126188	0.775477993592068
GH_A01G1269	A01	38519581	0.444957819981991
GH_A01G1289	A01	40617782	0.431477210347441
GH_A01G1300	A01	41605232	0.431397291373876
GH_A01G1312	A01	42590097	0.42337320595156
GH_A01G1512	A01	72338100	0.786765625189069
GH_A01G1582	A01	82200007	0.687867774045317
GH_A01G1673	A01	94157608	0.690431405580765
GH_A01G1681	A01	94563132	0.655096706859305
GH_A01G1684	A01	94718590	0.693328346796515
GH_A01G1698	A01	95407890	0.752413517707525
GH_A01G1700	A01	95496629	0.62423953501736
GH_A01G1701	A01	95603248	0.730544181859987
GH_A01G1704	A01	96165579	0.718028848317253
GH_A01G1715	A01	98881177	0.674339918499267
GH_A01G1725	A01	100073147	0.778998469606411
GH_A01G1731	A01	100704409	0.719814563646375
GH_A01G1733	A01	100889268	0.744706066101083
GH_A01G1738	A01	101354397	0.805980522343491
GH_A01G1744	A01	102279431	0.855678963125034
GH_A01G1749	A01	102916537	0.663144745413255
GH_A01G1763	A01	103465418	0.71667621650145
GH_A01G1774	A01	104320355	0.753639017788472
GH_A01G1780	A01	105001499	0.737345095017088
GH_A01G1781	A01	105006671	0.690334753656312
GH_A01G1891	A01	108192146	0.588405471810195
GH_A01G1892	A01	108193389	0.518819396488536
GH_A01G1918	A01	108660042	0.654326393025607
GH_A01G1947	A01	109170676	0.501545756701222
GH_A01G1951	A01	109257905	0.677072334634574
GH_A01G1955	A01	109297114	0.768854429975093
GH_A01G1979	A01	109816394	0.483586533674955
GH_A01G1980	A01	109916312	0.499120121813563
GH_A01G2009	A01	110651730	0.552733883389593
GH_A01G2022	A01	111077251	0.764008513754271
GH_A01G2024	A01	111090135	0.724874581832602
GH_A01G2025	A01	111092658	0.605347295398853
GH_A01G2028	A01	111159250	0.653143123285265
GH_A01G2040	A01	111431844	0.597405396523512
GH_A01G2046	A01	111653596	0.276666270183695
GH_A01G2076	A01	112329534	0.533845602649777
GH_A01G2086	A01	112505185	0.471007534462901
GH_A01G2100	A01	112816630	0.0169402719706412
GH_A01G2104	A01	113017376	0.351626570777916
GH_A01G2105	A01	113021499	0.138729588415396
GH_A01G2113	A01	113096617	0.411398077231941
GH_A01G2150	A01	113641573	0.492476206805306
GH_A01G2165	A01	113829635	0.320811631934538
GH_A01G2202	A01	114431287	0.378573560809785
GH_A01G2206	A01	114485428	0.37498368603978
GH_A01G2209	A01	114797430	0.525581873497497
GH_A01G2212	A01	114904783	0.370514604283041
GH_A01G2238	A01	115230259	0.545732621633679
GH_A01G2253	A01	115594835	0.520237596615978
GH_A01G2257	A01	115734362	0.459910312095043
GH_A01G2258	A01	115746663	0.447837580119704
GH_A01G2310	A01	116304754	0.506638691717644
GH_A01G2316	A01	116422313	0.519142248220105
GH_A01G2318	A01	116435732	0.517701853798918
GH_A01G2348	A01	116697475	0.543109588587983
GH_A01G2351	A01	116717362	0.698749771466772
GH_A01G2376	A01	116909158	0.64692244560424
GH_A01G2388	A01	117005882	0.701293444300901
GH_A01G2390	A01	117049201	0.414009955809892
GH_A01G2391	A01	117060064	0.457003729617598
GH_A01G2399	A01	117123263	0.78151614203284
GH_A01G2403	A01	117168235	0.222493221368132
GH_A01G2404	A01	117174614	0.479999352222757
GH_A01G2409	A01	117219182	0.669027086003811
GH_A01G2416	A01	117313667	0.434128542341999
GH_A01G2418	A01	117348961	0.188546396933337
GH_A01G2431	A01	117430693	0.235325122914259
GH_A01G2464	A01	117787288	0.0368022153483365
GH_A01G2469	A01	117821412	0.000130061427959746
GH_A01G2482	A01	117923105	0.0273786339401268
GH_A01G2486	A01	117954401	0.00984017382590187
GH_A02G0003	A02	21380	0.521019987707341
GH_A02G0004	A02	37559	0.411597008682809
GH_A02G0050	A02	363383	0.677241978234048
GH_A02G0062	A02	507221	0.195675867122614
GH_A02G0068	A02	548198	0.480535832039017
GH_A02G0085	A02	695735	0.70041033979836
GH_A02G0086	A02	700962	0.692828775776686
GH_A02G0088	A02	714566	0.759336716697724
GH_A02G0089	A02	717158	0.683778875922677
GH_A02G0098	A02	833745	0.710889730675864
GH_A02G0108	A02	922045	0.52648312213978
GH_A02G0112	A02	943023	0.765690602484357
GH_A02G0118	A02	1028636	0.682570875467518
GH_A02G0123	A02	1109016	0.688960717267132
GH_A02G0131	A02	1184965	0.739386515963521
GH_A02G0139	A02	1238912	0.591068821853469
GH_A02G0141	A02	1274107	0.710009816240198
GH_A02G0149	A02	1455033	0.66527228980428
GH_A02G0151	A02	1478943	0.711392929934518
GH_A02G0152	A02	1513557	0.73642488332878
GH_A02G0153	A02	1519031	0.753681435501362
GH_A02G0171	A02	1710562	0.775257264690832
GH_A02G0178	A02	1790665	0.408460192165605
GH_A02G0189	A02	1942966	0.765759337155537
GH_A02G0232	A02	2395937	0.654991823576522
GH_A02G0278	A02	3024529	0.712842344224433
GH_A02G0282	A02	3058801	0.724211477538724
GH_A02G0283	A02	3064395	0.680506759520401
GH_A02G0285	A02	3074313	0.704455741398556
GH_A02G0290	A02	3118258	0.613777827923521
GH_A02G0292	A02	3125472	0.609717437579223
GH_A02G0297	A02	3178755	0.702680537424238
GH_A02G0303	A02	3245303	0.643648067906444
GH_A02G0304	A02	3249621	0.599407419931748
GH_A02G0334	A02	3592520	0.316682313882032
GH_A02G0338	A02	3625036	0.325086649305832
GH_A02G0341	A02	3664593	0.303051648285465
GH_A02G0368	A02	3918350	0.269078453762669
GH_A02G0398	A02	4406389	0.431881668714505
GH_A02G0399	A02	4410283	0.541869066093016
GH_A02G0401	A02	4421477	0.529690993526221
GH_A02G0402	A02	4423010	0.490742889795903
GH_A02G0403	A02	4435861	0.171153342080657
GH_A02G0431	A02	4969110	0.510435843700803
GH_A02G0436	A02	5094577	0.769007451608162
GH_A02G0465	A02	5767750	0.521157209517578
GH_A02G0470	A02	5834492	0.818722015006061
GH_A02G0474	A02	5866405	0.695548737835876
GH_A02G0476	A02	5896162	0.426358362339931
GH_A02G0483	A02	5980371	0.479999352222757
GH_A02G0506	A02	6524741	0.752175334037306
GH_A02G0507	A02	6549622	0.692934801669849
GH_A02G0510	A02	6690127	0.527088719588458
GH_A02G0526	A02	6949736	0.369702678269018
GH_A02G0535	A02	7030811	0.281932582871577
GH_A02G0537	A02	7036262	0.526558264438416
GH_A02G0546	A02	7122929	0.414550583347357
GH_A02G0547	A02	7165291	0.686556946294039
GH_A02G0557	A02	7364174	0.276953019389219
GH_A02G0563	A02	7493388	0.466190049719428
GH_A02G0688	A02	10231674	0.598325290988459
GH_A02G0695	A02	10385274	0.711622110138812
GH_A02G0740	A02	11613268	0.0894019619855006
GH_A02G0750	A02	11755665	0.572666639840169
GH_A02G0798	A02	14077919	0.678863096445596
GH_A02G0799	A02	14080368	0.725295258970609
GH_A02G0806	A02	14320863	0.649265890160442
GH_A02G1081	A02	43019705	0.67881916728327
GH_A02G1088	A02	43279435	0.36999967159858
GH_A02G1090	A02	43523259	0.607348782277831
GH_A02G1348	A02	78511231	0.547366393560076
GH_A02G1354	A02	80012289	0.477721839073389
GH_A02G1368	A02	82254051	0.568179360859848
GH_A02G1369	A02	82257611	0.594743517244884
GH_A02G1547	A02	98348168	0.730516859671964
GH_A02G1563	A02	99121619	0.489016422041605
GH_A02G1569	A02	99253423	0.622931380757706
GH_A02G1570	A02	99296551	0.620730979063073
GH_A02G1623	A02	100899155	0.322356408237178
GH_A02G1625	A02	100926699	0.302595598205525
GH_A02G1626	A02	100959911	0.670348266462336
GH_A02G1632	A02	101135117	0.367451286136026
GH_A02G1688	A02	103599343	0.791665544956236
GH_A02G1692	A02	103699993	0.722782042056534
GH_A02G1696	A02	103720080	0.744027257279769
GH_A02G1707	A02	103868457	0.71898644465178
GH_A02G1715	A02	104064732	0.544932975676587
GH_A02G1719	A02	104226279	0.580110041117844
GH_A02G1733	A02	104502794	0.784158824702693
GH_A02G1734	A02	104509381	0.796308470873802
GH_A02G1739	A02	104613877	0.77468136379741
GH_A02G1740	A02	104650002	0.761595597778972
GH_A02G1741	A02	104655876	0.729510232216564
GH_A02G1742	A02	104664706	0.779965547691583
GH_A02G1743	A02	104678202	0.832740211881005
GH_A02G1745	A02	104706218	0.721387988138556
GH_A02G1770	A02	105241310	0.765323234382579
GH_A02G1771	A02	105246297	0.768838775707622
GH_A02G1793	A02	105528457	0.646636616730756
GH_A02G1819	A02	105868105	0.743061118190301
GH_A02G1825	A02	105919294	0.786413545086444
GH_A02G1826	A02	105948763	0.728364315474053
GH_A02G1850	A02	106411063	0.739022699259425
GH_A02G1853	A02	106475860	0.616721008197386
GH_A02G1857	A02	106512641	0.476796059641334
GH_A02G1862	A02	106571271	0.538596173102061
GH_A02G1872	A02	106672544	0.469732421675475
GH_A02G1874	A02	106694236	0.715628289702259
GH_A02G1885	A02	106901255	0.55375549096128
GH_A02G1915	A02	107179820	0.499990614558702
GH_A02G1921	A02	107240606	0.532473945383786
GH_A02G1922	A02	107246079	0.534023726335333
GH_A02G1923	A02	107259410	0.638793948366986
GH_A02G1934	A02	107365525	0.416488708421863
GH_A02G1935	A02	107367048	0.416488708421863
GH_A02G1949	A02	107462368	0.668624685416673
GH_A02G1981	A02	107696516	0.721002708195982
GH_A02G2012	A02	107898992	0.501271766688461
GH_A02G2032	A02	107989421	0.672775925159808
GH_A02G2033	A02	107992076	0.768291841851798
GH_A02G2035	A02	108007355	0.609670362308094
GH_A02G2057	A02	108137751	0.598725801008748
GH_A02G2059	A02	108143579	0.60883799918726
GH_A02G2060	A02	108148525	0.657752804157585
GH_A03G0003	A03	19066	0.266813555913327
GH_A03G0013	A03	87976	0.617006637240095
GH_A03G0020	A03	129662	0.0216047821602416
GH_A03G0030	A03	232223	0.393960523732133
GH_A03G0063	A03	629786	0.0494802206060168
GH_A03G0088	A03	929889	0.423663173613511
GH_A03G0100	A03	1141800	0.0073350870163552
GH_A03G0148	A03	1803560	0.642745242198482
GH_A03G0160	A03	2005786	0.690161871769474
GH_A03G0161	A03	2011929	0.622167826303462
GH_A03G0162	A03	2045819	0.336117449222819
GH_A03G0165	A03	2120744	0.698037062744909
GH_A03G0167	A03	2156828	0.625647161620766
GH_A03G0169	A03	2174527	0.68689230614396
GH_A03G0194	A03	2437804	0.638410787222208
GH_A03G0229	A03	2942740	0.654495285799453
GH_A03G0246	A03	3130366	0.744421176242497
GH_A03G0255	A03	3273788	0.414530937390602
GH_A03G0263	A03	3355285	0.522423472890572
GH_A03G0273	A03	3456806	0.408508045929187
GH_A03G0274	A03	3459734	0.284087669239863
GH_A03G0284	A03	3535861	0.399087471477203
GH_A03G0298	A03	3743726	0.602124217616426
GH_A03G0301	A03	3770706	0.358601959377069
GH_A03G0302	A03	3786044	0.349322524907862
GH_A03G0303	A03	3788604	0.372468847929744
GH_A03G0310	A03	3863907	0.316926515279934
GH_A03G0316	A03	3951616	0.302645332709734
GH_A03G0335	A03	4241561	0.627738263567951
GH_A03G0341	A03	4352408	0.666044374148574
GH_A03G0346	A03	4404861	0.592469083486807
GH_A03G0351	A03	4448134	0.66588684520726
GH_A03G0370	A03	4767199	0.704926700841839
GH_A03G0377	A03	4884524	0.459773833169127
GH_A03G0379	A03	4942102	0.474351168778034
GH_A03G0384	A03	4987757	0.732831389011212
GH_A03G0424	A03	5769436	0.4166320424605
GH_A03G0441	A03	6034430	0.431143942199664
GH_A03G0453	A03	6202220	0.728542764354752
GH_A03G0456	A03	6232140	0.61757936638524
GH_A03G0459	A03	6273949	0.771649492556237
GH_A03G0462	A03	6341723	0.763138256339939
GH_A03G0479	A03	6930856	0.659697410572689
GH_A03G0480	A03	6982893	0.542159831379586
GH_A03G0486	A03	7146699	0.503714466763781
GH_A03G0487	A03	7151358	0.599377109618564
GH_A03G0496	A03	7277727	0.631312809957135
GH_A03G0543	A03	8214505	0.570268648177196
GH_A03G0580	A03	9106055	0.507726489344286
GH_A03G0586	A03	9185299	0.489070643111138
GH_A03G0587	A03	9193793	0.623386702998071
GH_A03G0619	A03	10245461	0.718104919046282
GH_A03G0626	A03	10368957	0.155854626111151
GH_A03G0642	A03	11416997	0.769338978473737
GH_A03G0714	A03	13823623	0.395739163692188
GH_A03G0779	A03	16406485	0.800087104594445
GH_A03G0780	A03	16413597	0.529921567694588
GH_A03G0782	A03	16497366	0.50328092940033
GH_A03G0809	A03	17550028	0.635803608753605
GH_A03G0810	A03	17556691	0.687339470932499
GH_A03G0818	A03	18118035	0.627475253173682
GH_A03G0999	A03	36405428	0.683547824057797
GH_A03G1145	A03	58049052	0.69564044802285
GH_A03G1184	A03	65265939	0.705251548018895
GH_A03G1189	A03	65479158	0.666761623374076
GH_A03G1210	A03	66553975	0.728200825547448
GH_A03G1352	A03	78530997	0.755691534821734
GH_A03G1393	A03	85735896	0.741210874502027
GH_A03G1420	A03	88156721	0.738608001371941
GH_A03G1485	A03	91772733	0.426495481813399
GH_A03G1534	A03	94362288	0.623985268469361
GH_A03G1565	A03	95631482	0.317411666156683
GH_A03G1583	A03	96896980	0.526253503182199
GH_A03G1585	A03	96937427	0.578624411334512
GH_A03G1586	A03	96951207	0.553169387073877
GH_A03G1587	A03	97044846	0.587392563612866
GH_A03G1591	A03	97210951	0.430140435770339
GH_A03G1593	A03	97272876	0.511716413767667
GH_A03G1597	A03	97304328	0.670082088595285
GH_A03G1599	A03	97451576	0.667846864244835
GH_A03G1602	A03	97511945	0.459244249798181
GH_A03G1608	A03	97616474	0.785905749882779
GH_A03G1609	A03	97624468	0.688833799120704
GH_A03G1610	A03	97652915	0.739080476557773
GH_A03G1611	A03	97714289	0.139448223422183
GH_A03G1668	A03	100182028	0.657418457809562
GH_A03G1711	A03	101826872	0.641678489509084
GH_A03G1716	A03	101991338	0.649581080852038
GH_A03G1723	A03	102046374	0.619544947610828
GH_A03G1728	A03	102166928	0.735207679238243
GH_A03G1734	A03	102514406	0.800032878367922
GH_A03G1736	A03	102610040	0.794102088821747
GH_A03G1737	A03	102617373	0.803464571246724
GH_A03G1740	A03	102697179	0.734466613706599
GH_A03G1745	A03	102841368	0.777615163239645
GH_A03G1794	A03	103922365	0.73753611025186
GH_A03G1811	A03	104309482	0.624298595677162
GH_A03G1815	A03	104451813	0.318990496849564
GH_A03G1833	A03	104820721	0.55665400438864
GH_A03G1835	A03	104829433	0.677907508662671
GH_A03G1839	A03	104836284	0.655899061044452
GH_A03G1841	A03	104887009	0.640988767400098
GH_A03G1842	A03	104898603	0.438526295774502
GH_A03G1845	A03	105017380	0.684393937097147
GH_A03G1846	A03	105067128	0.525796142895843
GH_A03G1851	A03	105123321	0.228340015466412
GH_A03G1867	A03	105525658	0.644502032976566
GH_A03G1868	A03	105548353	0.463306700490857
GH_A03G1887	A03	105759991	0.654495285799453
GH_A03G1906	A03	106098919	0.712204694768909
GH_A03G1923	A03	106257713	0.694644940066954
GH_A03G1940	A03	106740135	0.532826857488863
GH_A03G1942	A03	106746622	0.503135217158499
GH_A03G1967	A03	107059276	0.796391440410795
GH_A03G1968	A03	107093547	0.739368197634035
GH_A03G1970	A03	107119931	0.592736233170994
GH_A03G1986	A03	107267929	0.302077411804945
GH_A03G2001	A03	107493624	0.282456881480418
GH_A03G2045	A03	108358584	0.669067029676599
GH_A03G2058	A03	108448083	0.540191123986077
GH_A03G2060	A03	108489947	0.675809682941666
GH_A03G2063	A03	108519904	0.698539740950402
GH_A03G2076	A03	108625910	0.435930608298205
GH_A03G2080	A03	108661749	0.517522306769475
GH_A03G2096	A03	108860863	0.570812590983414
GH_A03G2100	A03	108902343	0.593245672441159
GH_A03G2111	A03	108999443	0.0602746950775012
GH_A03G2170	A03	109607386	0.602046932839054
GH_A03G2172	A03	109633854	0.719785378197728
GH_A03G2220	A03	109999908	0.448495267619153
GH_A03G2224	A03	110047776	0.266009452810038
GH_A03G2254	A03	110284073	0.497527354850074
GH_A03G2277	A03	110488298	0.419656446029083
GH_A03G2286	A03	110547027	0.580150483360434
GH_A03G2308	A03	110701736	0.558672246090889
GH_A03G2315	A03	110725955	0.542704365151463
GH_A03G2316	A03	110727830	0.543993143615005
GH_A03G2317	A03	110729299	0.625345181063745
GH_A03G2318	A03	110738031	0.536795083380647
GH_A03G2326	A03	110788992	0.514269545048797
GH_A03G2329	A03	110830065	0.478048379454112
GH_A03G2331	A03	110845470	0.497233477179208
GH_A03G2332	A03	110849776	0.461866464901701
GH_A03G2337	A03	110885613	0.531753587778906
GH_A03G2353	A03	110990608	0.603996483474083
GH_A03G2362	A03	111043397	0.62189003060131
GH_A03G2363	A03	111049245	0.741932340332548
GH_A03G2444	A03	111508218	0.757928331260241
GH_A04G0026	A04	245475	0.301317665678411
GH_A04G0027	A04	256169	0.383048138165062
GH_A04G0047	A04	494049	0.546057934038711
GH_A04G0053	A04	532560	0.703945317786857
GH_A04G0070	A04	864652	0.660706990053972
GH_A04G0072	A04	926860	0.776339163462516
GH_A04G0073	A04	928971	0.586549945206761
GH_A04G0076	A04	954620	0.688470515492564
GH_A04G0077	A04	965141	0.564759988744889
GH_A04G0081	A04	1025448	0.708529345460384
GH_A04G0093	A04	1213537	0.779083571173933
GH_A04G0096	A04	1226374	0.726447962052381
GH_A04G0099	A04	1281675	0.840918744724618
GH_A04G0103	A04	1322210	0.746687684835049
GH_A04G0115	A04	1471698	0.716652590924144
GH_A04G0140	A04	1713095	0.74770625488003
GH_A04G0141	A04	1721984	0.616127365499475
GH_A04G0142	A04	1741210	0.721553253350025
GH_A04G0143	A04	1749801	0.668592749509028
GH_A04G0144	A04	1773096	0.702216381416535
GH_A04G0160	A04	2340429	0.700215257166001
GH_A04G0179	A04	2694960	0.152603474668969
GH_A04G0211	A04	3231471	0.574777083908686
GH_A04G0213	A04	3277250	0.703434111799348
GH_A04G0217	A04	3524764	0.669974113083745
GH_A04G0224	A04	3921638	0.446434240614049
GH_A04G0241	A04	4492063	0.352283108929037
GH_A04G0242	A04	4517757	0.369248489808456
GH_A04G0243	A04	4558007	0.424853239921641
GH_A04G0246	A04	4597448	0.452041166272893
GH_A04G0250	A04	4632728	0.571882638465312
GH_A04G0272	A04	4900228	0.576202041781813
GH_A04G0275	A04	4993016	0.718584974735896
GH_A04G0276	A04	4999800	0.602040991193449
GH_A04G0304	A04	5776974	0.612055988134281
GH_A04G0317	A04	6219181	0.57396032763845
GH_A04G0326	A04	6405371	0.410428289160577
GH_A04G0335	A04	6524394	0.71869795075236
GH_A04G0337	A04	6556834	0.745666731874435
GH_A04G0340	A04	6611828	0.760814397260553
GH_A04G0343	A04	6693686	0.764076722306641
GH_A04G0345	A04	6910851	0.687763763369724
GH_A04G0346	A04	6915975	0.690634665312661
GH_A04G0348	A04	6989418	0.673378009107416
GH_A04G0349	A04	7004058	0.680125671111834
GH_A04G0355	A04	7113539	0.680673099187236
GH_A04G0357	A04	7166978	0.715071640710081
GH_A04G0390	A04	7626071	0.694644940066954
GH_A04G0395	A04	7680932	0.719477988426113
GH_A04G0396	A04	7821501	0.734009897148378
GH_A04G0399	A04	7902183	0.664701550076202
GH_A04G0400	A04	7917405	0.570763212010296
GH_A04G0406	A04	8055062	0.668769986246492
GH_A04G0419	A04	8437330	0.708927625569999
GH_A04G0426	A04	8933843	0.71046160816976
GH_A04G0427	A04	8940816	0.673467458028969
GH_A04G0494	A04	11427414	0.13816241496945
GH_A04G0523	A04	12341852	0.479507656294063
GH_A04G0755	A04	49106287	0.689397163055304
GH_A04G0936	A04	68038772	0.423572304927748
GH_A04G1136	A04	77612072	0.65761934105439
GH_A04G1146	A04	77811509	0.205627049543097
GH_A04G1167	A04	78238655	0.659474206526004
GH_A04G1168	A04	78244720	0.430750568546139
GH_A04G1169	A04	78247616	0.304434397388181
GH_A04G1200	A04	79724295	0.69149480098101
GH_A04G1201	A04	79726375	0.666071584945491
GH_A04G1202	A04	79727977	0.707994472792687
GH_A04G1203	A04	79737725	0.672546878416582
GH_A04G1240	A04	80700438	0.536208539960841
GH_A04G1292	A04	82114789	0.167689246567557
GH_A04G1322	A04	82738480	0.726949671708728
GH_A04G1323	A04	82741314	0.720337102480599
GH_A04G1324	A04	82748054	0.67607535680232
GH_A04G1325	A04	82755718	0.714384800320596
GH_A04G1339	A04	83026685	0.651671318248449
GH_A04G1346	A04	83109443	0.56549167670016
GH_A04G1347	A04	83117511	0.48737551315154
GH_A04G1377	A04	83503552	0.707375139301683
GH_A04G1378	A04	83509768	0.749589333792539
GH_A04G1391	A04	83872743	0.482931913031547
GH_A04G1406	A04	84148900	0.624182791996471
GH_A04G1416	A04	84231466	0.693661228242102
GH_A04G1429	A04	84442850	0.772518314739112
GH_A04G1437	A04	84499786	0.416377071345805
GH_A04G1446	A04	84553299	0.321109284701529
GH_A04G1481	A04	84971197	0.732901651199146
GH_A04G1526	A04	85440951	0.138114301001716
GH_A04G1533	A04	85500048	0.130684617863345
GH_A04G1542	A04	85538104	0.540926731849629
GH_A04G1552	A04	85656722	0.672903467745711
GH_A04G1555	A04	85709659	0.568903043398962
GH_A04G1557	A04	85762091	0.647549839651289
GH_A04G1565	A04	85827317	0.518288752723151
GH_A04G1588	A04	86053158	0.374434848636091
GH_A04G1605	A04	86208374	0.54931000446454
GH_A04G1606	A04	86212927	0.503319359248435
GH_A04G1641	A04	86496875	0.363960462717495
GH_A04G1666	A04	86739497	0.768852413633422
GH_A04G1687	A04	86916829	0.662994543881284
GH_A04G1733	A04	87377551	0.676957843434466
GH_A04G1744	A04	87467855	0.730833471883712
GH_A04G1751	A04	87520318	0.727532591024462
GH_A04G1771	A04	87654269	0.715914215505998
GH_A05G0051	A05	735943	0.753568398184761
GH_A05G0062	A05	806050	0.667648196844016
GH_A05G0064	A05	828077	0.630284181342708
GH_A05G0094	A05	1045694	0.710628570976694
GH_A05G0128	A05	1348700	0.578902673585863
GH_A05G0138	A05	1418093	0.672764011427161
GH_A05G0187	A05	1789831	0.713665258943701
GH_A05G0219	A05	2050602	0.401885307852178
GH_A05G0226	A05	2111741	0.37498368603978
GH_A05G0240	A05	2283073	0.0206722710016516
GH_A05G0243	A05	2292752	0.175089726098227
GH_A05G0246	A05	2328470	0.0764530435758476
GH_A05G0247	A05	2334222	0.128520452141752
GH_A05G0249	A05	2350325	0.250340259418431
GH_A05G0254	A05	2398124	0.167033381144288
GH_A05G0259	A05	2497682	0.572658495882891
GH_A05G0260	A05	2501663	0.577619699925701
GH_A05G0266	A05	2593491	0.142965394564982
GH_A05G0268	A05	2603006	0.149642370592306
