gene	chr	pos	fdr
GH_A01G0506	A01	6044646	0.605318310423859
GH_A01G0521	A01	6383879	0.39013156568501
GH_A01G0522	A01	6386057	0.752467041644255
GH_A01G0523	A01	6396640	0.3500298493426
GH_A01G0524	A01	6408699	0.469888361218773
GH_A01G0561	A01	6873579	0.462363031276869
GH_A01G0591	A01	7240658	0.531759698467922
GH_A01G0605	A01	7392382	0.7487153066128
GH_A01G0619	A01	7565062	0.537155675139008
GH_A01G0620	A01	7583748	0.47025191630624
GH_A01G0623	A01	7628092	0.714390297233966
GH_A01G0624	A01	7633432	0.845945011677028
GH_A01G0625	A01	7657695	0.72623297849357
GH_A01G0626	A01	7668104	0.450883938190927
GH_A01G0630	A01	7730133	0.796882580430264
GH_A01G0633	A01	7755107	0.701061908630345
GH_A01G0682	A01	8671839	0.6834428980496
GH_A01G0691	A01	9073754	0.639669124086355
GH_A01G0693	A01	9226467	0.3957116511747
GH_A01G0702	A01	9695664	0.705895344243693
GH_A01G0710	A01	9849202	0.657017532369211
GH_A01G0807	A01	12187351	0.388360618534121
GH_A01G0808	A01	12188215	0.39183621019466
GH_A01G0809	A01	12191532	0.561082197840653
GH_A01G0811	A01	12196421	0.500776165203477
GH_A01G0896	A01	14093232	0.528097983026611
GH_A01G0899	A01	14106790	0.704620098154149
GH_A01G0902	A01	14118054	0.719658835071346
GH_A01G0930	A01	15863982	0.687883923202777
GH_A01G0939	A01	16454111	0.541871231246138
GH_A01G0940	A01	16461687	0.723738405877488
GH_A01G0946	A01	16613117	0.728015589190177
GH_A01G0948	A01	16670411	0.578510722403559
GH_A01G0949	A01	16748701	0.649930597094579
GH_A01G0959	A01	17197861	0.718091014374344
GH_A01G0974	A01	17846048	0.747460995090766
GH_A01G0999	A01	18882060	0.79202036960381
GH_A01G1016	A01	19170056	0.668663105508706
GH_A01G1022	A01	19336209	0.614514961336437
GH_A01G1024	A01	19409027	0.537773088611161
GH_A01G1033	A01	19595675	0.563759497742197
GH_A01G1048	A01	19818508	0.639438736961014
GH_A01G1051	A01	19956499	0.50743440108487
GH_A01G1079	A01	21046696	0.716992166547381
GH_A01G1081	A01	21126188	0.696450389959608
GH_A01G1260	A01	35284545	0.449443450943313
GH_A01G1269	A01	38519581	0.468009173076132
GH_A01G1300	A01	41605232	0.429981508962338
GH_A01G1307	A01	42320200	0.456488587764318
GH_A01G1512	A01	72338100	0.760539933248311
GH_A01G1582	A01	82200007	0.699243865875852
GH_A01G1612	A01	86650455	0.584178523437553
GH_A01G1673	A01	94157608	0.689410515126141
GH_A01G1681	A01	94563132	0.611354366210921
GH_A01G1698	A01	95407890	0.702243586660673
GH_A01G1700	A01	95496629	0.704369412101682
GH_A01G1701	A01	95603248	0.651436637253491
GH_A01G1704	A01	96165579	0.761331398577425
GH_A01G1715	A01	98881177	0.699848484948051
GH_A01G1731	A01	100704409	0.772548207777301
GH_A01G1733	A01	100889268	0.723138335370958
GH_A01G1738	A01	101354397	0.526609965741992
GH_A01G1741	A01	101633405	0.702245586252004
GH_A01G1743	A01	102276642	0.832093694802477
GH_A01G1744	A01	102279431	0.578510722403559
GH_A01G1749	A01	102916537	0.745554300630953
GH_A01G1763	A01	103465418	0.210888350883841
GH_A01G1780	A01	105001499	0.615200322295495
GH_A01G1781	A01	105006671	0.765428682889062
GH_A01G1891	A01	108192146	0.657453263360573
GH_A01G1918	A01	108660042	0.660800037596425
GH_A01G1947	A01	109170676	0.616216810931755
GH_A01G1951	A01	109257905	0.306767450829465
GH_A01G1952	A01	109260583	0.585137699674303
GH_A01G1979	A01	109816394	0.595874927942625
GH_A01G1980	A01	109916312	0.52717588315811
GH_A01G1998	A01	110316232	0.608840619140963
GH_A01G2003	A01	110510430	0.728598130995652
GH_A01G2009	A01	110651730	0.51199740819127
GH_A01G2022	A01	111077251	0.620285900628176
GH_A01G2024	A01	111090135	0.721727460217115
GH_A01G2025	A01	111092658	0.659869655494475
GH_A01G2028	A01	111159250	0.248782043772534
GH_A01G2076	A01	112329534	0.404032930867194
GH_A01G2086	A01	112505185	0.0685083247612605
GH_A01G2088	A01	112520394	0.465844794317699
GH_A01G2091	A01	112594424	0.645513583302262
GH_A01G2100	A01	112816630	0.249052723938022
GH_A01G2113	A01	113096617	0.428793392486692
GH_A01G2150	A01	113641573	0.312379690569263
GH_A01G2165	A01	113829635	0.316753439659927
GH_A01G2209	A01	114797430	0.318194168403607
GH_A01G2212	A01	114904783	0.380079921565081
GH_A01G2253	A01	115594835	0.426485022214686
GH_A01G2257	A01	115734362	0.461066217575396
GH_A01G2258	A01	115746663	0.461066217575396
GH_A01G2274	A01	115948041	0.219927383677784
GH_A01G2318	A01	116435732	0.618744768301092
GH_A01G2388	A01	117005882	0.324734648508925
GH_A01G2390	A01	117049201	0.387328325135833
GH_A01G2416	A01	117313667	0.0318298030039661
GH_A01G2418	A01	117348961	0.241539971095319
GH_A01G2451	A01	117626527	0.000385016790994546
GH_A01G2464	A01	117787288	0.00270164458478112
GH_A01G2469	A01	117821412	0.000385016790994546
GH_A01G2482	A01	117923105	0.00181762312814012
GH_A02G0003	A02	21380	0.616314525016876
GH_A02G0004	A02	37559	0.421433872277885
GH_A02G0062	A02	507221	0.321500043972827
GH_A02G0068	A02	548198	0.573645556213002
GH_A02G0085	A02	695735	0.618582046111615
GH_A02G0088	A02	714566	0.530560862925884
GH_A02G0089	A02	717158	0.705119577718501
GH_A02G0096	A02	787897	0.675023943075525
GH_A02G0098	A02	833745	0.656574532223702
GH_A02G0108	A02	922045	0.567917353342866
GH_A02G0118	A02	1028636	0.802107463991118
GH_A02G0131	A02	1184965	0.731635443108042
GH_A02G0139	A02	1238912	0.493235708721543
GH_A02G0149	A02	1455033	0.652162173321058
GH_A02G0152	A02	1513557	0.686377062909452
GH_A02G0153	A02	1519031	0.741136207837514
GH_A02G0178	A02	1790665	0.542786276341183
GH_A02G0278	A02	3024529	0.744924848633865
GH_A02G0282	A02	3058801	0.715948235376651
GH_A02G0283	A02	3064395	0.69758494907881
GH_A02G0290	A02	3118258	0.535585304664413
GH_A02G0292	A02	3125472	0.570619468268194
GH_A02G0297	A02	3178755	0.251826771908873
GH_A02G0303	A02	3245303	0.643354288229382
GH_A02G0304	A02	3249621	0.660407112596527
GH_A02G0332	A02	3589131	0.260792479365377
GH_A02G0334	A02	3592520	0.274678316304171
GH_A02G0338	A02	3625036	0.673863530622061
GH_A02G0341	A02	3664593	0.211423856846981
GH_A02G0362	A02	3840225	0.243022371006451
GH_A02G0392	A02	4343549	0.327922793552949
GH_A02G0396	A02	4368684	0.510396487900525
GH_A02G0397	A02	4370587	0.527320638000896
GH_A02G0398	A02	4406389	0.357358022583851
GH_A02G0401	A02	4421477	0.429677164374187
GH_A02G0402	A02	4423010	0.404074846036457
GH_A02G0431	A02	4969110	0.469945974949647
GH_A02G0435	A02	5090916	0.779872094663296
GH_A02G0465	A02	5767750	0.472261774265679
GH_A02G0470	A02	5834492	0.826437253169969
GH_A02G0474	A02	5866405	0.382761347997894
GH_A02G0476	A02	5896162	0.36254336105469
GH_A02G0483	A02	5980371	0.702575531031113
GH_A02G0507	A02	6549622	0.747463573775268
GH_A02G0510	A02	6690127	0.329404469327574
GH_A02G0526	A02	6949736	0.155181780033759
GH_A02G0557	A02	7364174	0.238937019467786
GH_A02G0562	A02	7490244	0.511400653177687
GH_A02G0563	A02	7493388	0.455653044583402
GH_A02G0688	A02	10231674	0.534963486125821
GH_A02G0695	A02	10385274	0.728871836949815
GH_A02G0796	A02	14021296	0.318188408685997
GH_A02G0798	A02	14077919	0.78653977375247
GH_A02G0799	A02	14080368	0.550367837378028
GH_A02G0802	A02	14260836	0.707023322218535
GH_A02G0804	A02	14269109	0.831820115593452
GH_A02G1081	A02	43019705	0.580345318359082
GH_A02G1088	A02	43279435	0.578030030912005
GH_A02G1310	A02	72378749	0.571537718483558
GH_A02G1348	A02	78511231	0.435361220087622
GH_A02G1354	A02	80012289	0.38811800183952
GH_A02G1368	A02	82254051	0.407542719248779
GH_A02G1369	A02	82257611	0.391342098841396
GH_A02G1550	A02	98577442	0.635208259445322
GH_A02G1558	A02	98905396	0.669331650674985
GH_A02G1563	A02	99121619	0.501495209446173
GH_A02G1582	A02	99642577	0.721892766274006
GH_A02G1623	A02	100899155	0.395488791661431
GH_A02G1625	A02	100926699	0.313667195612579
GH_A02G1626	A02	100959911	0.348701095723823
GH_A02G1692	A02	103699993	0.694965249557182
GH_A02G1707	A02	103868457	0.641767597586591
GH_A02G1719	A02	104226279	0.508299464833739
GH_A02G1731	A02	104459622	0.790996731635519
GH_A02G1733	A02	104502794	0.786586419286467
GH_A02G1740	A02	104650002	0.748623131842261
GH_A02G1741	A02	104655876	0.791683691205975
GH_A02G1742	A02	104664706	0.782526080697411
GH_A02G1743	A02	104678202	0.835008163201152
GH_A02G1745	A02	104706218	0.723412931065288
GH_A02G1760	A02	104986138	0.673446448185128
GH_A02G1763	A02	105043816	0.600546985178738
GH_A02G1770	A02	105241310	0.749474332111697
GH_A02G1771	A02	105246297	0.769502054434727
GH_A02G1793	A02	105528457	0.657403730273664
GH_A02G1825	A02	105919294	0.680719029031836
GH_A02G1826	A02	105948763	0.665350667507526
GH_A02G1850	A02	106411063	0.694988249300905
GH_A02G1862	A02	106571271	0.507246576061039
GH_A02G1872	A02	106672544	0.293944828821802
GH_A02G1874	A02	106694236	0.662114652641815
GH_A02G1885	A02	106901255	0.559984392347813
GH_A02G1916	A02	107184043	0.717851294664856
GH_A02G1920	A02	107202046	0.376289739353535
GH_A02G1923	A02	107259410	0.565197871650204
GH_A02G1934	A02	107365525	0.348726578007612
GH_A02G1935	A02	107367048	0.281107775162965
GH_A02G1981	A02	107696516	0.791066991387691
GH_A02G2033	A02	107992076	0.730777697868111
GH_A02G2035	A02	108007355	0.495833590842956
GH_A02G2044	A02	108074808	0.501086028919833
GH_A02G2057	A02	108137751	0.65181793806384
GH_A02G2059	A02	108143579	0.579832190496334
GH_A02G2060	A02	108148525	0.491962828915009
GH_A02G2064	A02	108183370	0.686622020176235
GH_A03G0003	A03	19066	0.480075601333909
GH_A03G0013	A03	87976	0.621002901902459
GH_A03G0020	A03	129662	0.173584770270747
GH_A03G0063	A03	629786	0.195571071854444
GH_A03G0100	A03	1141800	0.056677574114222
GH_A03G0109	A03	1290341	0.549934204361922
GH_A03G0119	A03	1384840	0.258743083470152
GH_A03G0133	A03	1582380	0.304692004765694
GH_A03G0160	A03	2005786	0.65532986456753
GH_A03G0163	A03	2049670	0.702444118243521
GH_A03G0167	A03	2156828	0.620589005014204
GH_A03G0169	A03	2174527	0.611130435589872
GH_A03G0229	A03	2942740	0.498273502854432
GH_A03G0232	A03	2995860	0.262595196602862
GH_A03G0246	A03	3130366	0.789914340392975
GH_A03G0263	A03	3355285	0.230060675802586
GH_A03G0273	A03	3456806	0.454488060092573
GH_A03G0274	A03	3459734	0.373903731035258
GH_A03G0275	A03	3463517	0.113182724654279
GH_A03G0282	A03	3524282	0.345930145146717
GH_A03G0302	A03	3786044	0.3856689598902
GH_A03G0310	A03	3863907	0.201060648521207
GH_A03G0316	A03	3951616	0.210107169411432
GH_A03G0336	A03	4260440	0.771144513180679
GH_A03G0341	A03	4352408	0.653730433270242
GH_A03G0343	A03	4379762	0.515770588418555
GH_A03G0351	A03	4448134	0.525858452666204
GH_A03G0370	A03	4767199	0.810148834039121
GH_A03G0377	A03	4884524	0.540249128716822
GH_A03G0384	A03	4987757	0.833745075587268
GH_A03G0453	A03	6202220	0.697144886728951
GH_A03G0459	A03	6273949	0.680344619085806
GH_A03G0479	A03	6930856	0.586760883419938
GH_A03G0480	A03	6982893	0.62201315038076
GH_A03G0487	A03	7151358	0.535147165959772
GH_A03G0490	A03	7174826	0.582944169034858
GH_A03G0496	A03	7277727	0.666791327175545
GH_A03G0543	A03	8214505	0.506059089615931
GH_A03G0580	A03	9106055	0.470509526059779
GH_A03G0586	A03	9185299	0.639982823755383
GH_A03G0587	A03	9193793	0.616567115832712
GH_A03G0619	A03	10245461	0.72156274447743
GH_A03G0620	A03	10259634	0.705623939226992
GH_A03G0642	A03	11416997	0.744776701709902
GH_A03G0779	A03	16406485	0.795629561815262
GH_A03G0780	A03	16413597	0.719804784533076
GH_A03G0782	A03	16497366	0.422778596098853
GH_A03G0809	A03	17550028	0.672688073089174
GH_A03G0810	A03	17556691	0.692487020156828
GH_A03G0846	A03	18877987	0.600798736907632
GH_A03G0999	A03	36405428	0.726069595030077
GH_A03G1145	A03	58049052	0.774646927428072
GH_A03G1202	A03	66432688	0.576927916840862
GH_A03G1210	A03	66553975	0.759229133155535
GH_A03G1352	A03	78530997	0.80671416556266
GH_A03G1392	A03	85733965	0.672483658954757
GH_A03G1393	A03	85735896	0.770916825908892
GH_A03G1420	A03	88156721	0.799734302163362
GH_A03G1534	A03	94362288	0.581208821680503
GH_A03G1565	A03	95631482	0.622309024688156
GH_A03G1576	A03	96361551	0.356925762235661
GH_A03G1583	A03	96896980	0.643666605150259
GH_A03G1586	A03	96951207	0.647058798066621
GH_A03G1587	A03	97044846	0.33768505007835
GH_A03G1591	A03	97210951	0.511060280632562
GH_A03G1597	A03	97304328	0.725849976350412
GH_A03G1599	A03	97451576	0.635540250966935
GH_A03G1602	A03	97511945	0.6281309467112
GH_A03G1608	A03	97616474	0.713965369599925
GH_A03G1610	A03	97652915	0.766615003115233
GH_A03G1668	A03	100182028	0.602575974443855
GH_A03G1711	A03	101826872	0.605778796973067
GH_A03G1716	A03	101991338	0.666659230936881
GH_A03G1728	A03	102166928	0.77481372805381
GH_A03G1737	A03	102617373	0.784780109835044
GH_A03G1754	A03	103081139	0.625864322069296
GH_A03G1811	A03	104309482	0.65298112181328
GH_A03G1833	A03	104820721	0.635265425978754
GH_A03G1846	A03	105067128	0.695844592411286
GH_A03G1851	A03	105123321	0.288286473832458
GH_A03G1867	A03	105525658	0.637024329713475
GH_A03G1868	A03	105548353	0.681195531977854
GH_A03G1887	A03	105759991	0.570167646611886
GH_A03G1923	A03	106257713	0.607638563914121
GH_A03G1940	A03	106740135	0.340688184019733
GH_A03G1968	A03	107093547	0.823121867711424
GH_A03G1970	A03	107119931	0.683288917797748
GH_A03G2001	A03	107493624	0.193354595935869
GH_A03G2045	A03	108358584	0.543471011893698
GH_A03G2060	A03	108489947	0.477802336164174
GH_A03G2096	A03	108860863	0.531220581513202
GH_A03G2098	A03	108884580	0.369601217730039
GH_A03G2111	A03	108999443	0.129489696676977
GH_A03G2172	A03	109633854	0.690014151043089
GH_A03G2196	A03	109830718	0.720063817442612
GH_A03G2220	A03	109999908	0.58715324986019
GH_A03G2277	A03	110488298	0.425147822390078
GH_A03G2286	A03	110547027	0.377382496151866
GH_A03G2308	A03	110701736	0.657699803849317
GH_A03G2309	A03	110705077	0.737210763636203
GH_A03G2315	A03	110725955	0.745713073897562
GH_A03G2316	A03	110727830	0.602732033833797
GH_A03G2317	A03	110729299	0.776865517309945
GH_A03G2318	A03	110738031	0.440957637565651
GH_A03G2327	A03	110798223	0.712170564501756
GH_A03G2329	A03	110830065	0.471585292499951
GH_A03G2331	A03	110845470	0.498649172481202
GH_A03G2332	A03	110849776	0.431466370524525
GH_A03G2337	A03	110885613	0.610328577374389
GH_A03G2353	A03	110990608	0.791047874754636
GH_A03G2362	A03	111043397	0.651833557604297
GH_A03G2444	A03	111508218	0.738438236463202
GH_A04G0026	A04	245475	0.690114557820973
GH_A04G0027	A04	256169	0.273508744650261
GH_A04G0028	A04	259145	0.458957559537561
GH_A04G0035	A04	364826	0.484964204109249
GH_A04G0047	A04	494049	0.574852856193993
GH_A04G0050	A04	511949	0.402249290460403
GH_A04G0053	A04	532560	0.7281722002379
GH_A04G0070	A04	864652	0.686712388938872
GH_A04G0072	A04	926860	0.598454572003598
GH_A04G0073	A04	928971	0.580071315272661
GH_A04G0077	A04	965141	0.700723014161167
GH_A04G0080	A04	1007964	0.511241091020955
GH_A04G0081	A04	1025448	0.765632047523947
GH_A04G0089	A04	1180166	0.594702239485583
GH_A04G0096	A04	1226374	0.656589263129439
GH_A04G0099	A04	1281675	0.783733104631056
GH_A04G0103	A04	1322210	0.741054304121932
GH_A04G0115	A04	1471698	0.610099873273643
GH_A04G0140	A04	1713095	0.4825440337854
GH_A04G0141	A04	1721984	0.522406449334904
GH_A04G0142	A04	1741210	0.71218210447539
GH_A04G0143	A04	1749801	0.653718418427356
GH_A04G0144	A04	1773096	0.667208281179833
GH_A04G0160	A04	2340429	0.659668606678569
GH_A04G0179	A04	2694960	0.258743083470152
GH_A04G0217	A04	3524764	0.642016716359424
GH_A04G0224	A04	3921638	0.208484186074739
GH_A04G0230	A04	4323030	0.510664332791565
GH_A04G0241	A04	4492063	0.292412213597421
GH_A04G0242	A04	4517757	0.324170837472371
GH_A04G0243	A04	4558007	0.322382433555054
GH_A04G0249	A04	4615376	0.814240038670621
GH_A04G0250	A04	4632728	0.536216335642463
GH_A04G0272	A04	4900228	0.533267681878535
GH_A04G0276	A04	4999800	0.592209274237361
GH_A04G0282	A04	5225162	0.754786371960129
GH_A04G0304	A04	5776974	0.594685081481659
GH_A04G0317	A04	6219181	0.666874529648813
GH_A04G0326	A04	6405371	0.420299488238614
GH_A04G0337	A04	6556834	0.739330890610117
GH_A04G0343	A04	6693686	0.689216532833406
GH_A04G0345	A04	6910851	0.669697442477895
GH_A04G0348	A04	6989418	0.837926275783221
GH_A04G0349	A04	7004058	0.749544512817277
GH_A04G0355	A04	7113539	0.645287410192789
GH_A04G0357	A04	7166978	0.614958744563766
GH_A04G0390	A04	7626071	0.706958990748743
GH_A04G0395	A04	7680932	0.600276439563873
GH_A04G0396	A04	7821501	0.713125433609034
GH_A04G0399	A04	7902183	0.625096894499799
GH_A04G0406	A04	8055062	0.765126543646368
GH_A04G0419	A04	8437330	0.73170135953325
GH_A04G0426	A04	8933843	0.780856488911311
GH_A04G0427	A04	8940816	0.692464040279262
GH_A04G0494	A04	11427414	0.0970942280294111
GH_A04G0523	A04	12341852	0.321923552404135
GH_A04G0755	A04	49106287	0.653474045695534
GH_A04G0936	A04	68038772	0.550769027727323
GH_A04G1146	A04	77811509	0.295865341608252
GH_A04G1167	A04	78238655	0.308295829423444
GH_A04G1168	A04	78244720	0.411709498072602
GH_A04G1200	A04	79724295	0.613691507469247
GH_A04G1201	A04	79726375	0.595733188787322
GH_A04G1202	A04	79727977	0.549498958343829
GH_A04G1203	A04	79737725	0.538230179359392
GH_A04G1240	A04	80700438	0.456789071450128
GH_A04G1251	A04	81083765	0.355835383331183
GH_A04G1252	A04	81091492	0.177187529726942
GH_A04G1292	A04	82114789	0.117388997547554
GH_A04G1322	A04	82738480	0.350472669687753
GH_A04G1324	A04	82748054	0.649209117101487
GH_A04G1325	A04	82755718	0.494677369885286
GH_A04G1339	A04	83026685	0.70427035929671
GH_A04G1346	A04	83109443	0.484639395260675
GH_A04G1347	A04	83117511	0.637922465589892
GH_A04G1377	A04	83503552	0.72448989483882
GH_A04G1378	A04	83509768	0.773669333172329
GH_A04G1379	A04	83513163	0.74754296543944
GH_A04G1382	A04	83622997	0.645720079635298
GH_A04G1388	A04	83728769	0.686450184532286
GH_A04G1391	A04	83872743	0.714630691916295
GH_A04G1406	A04	84148900	0.67745496317082
GH_A04G1429	A04	84442850	0.687899636088171
GH_A04G1437	A04	84499786	0.490553525706941
GH_A04G1481	A04	84971197	0.707152473016818
GH_A04G1526	A04	85440951	0.193768634541958
GH_A04G1552	A04	85656722	0.464098034606037
GH_A04G1555	A04	85709659	0.629508147942197
GH_A04G1565	A04	85827317	0.518864854734522
GH_A04G1588	A04	86053158	0.522785097432598
GH_A04G1641	A04	86496875	0.588604481112182
GH_A04G1666	A04	86739497	0.495178861761868
GH_A04G1687	A04	86916829	0.599873983204152
GH_A04G1733	A04	87377551	0.646169593588442
GH_A04G1744	A04	87467855	0.717848583452794
GH_A04G1751	A04	87520318	0.758073223874841
GH_A04G1771	A04	87654269	0.668543302837165
GH_A05G0094	A05	1045694	0.678274550215181
GH_A05G0187	A05	1789831	0.68681513064422
GH_A05G0219	A05	2050602	0.0361988515138024
GH_A05G0226	A05	2111741	0.30380570069126
GH_A05G0246	A05	2328470	0.145324776853666
GH_A05G0247	A05	2334222	0.149018275937745
GH_A05G0249	A05	2350325	0.0267619824776974
GH_A05G0254	A05	2398124	0.0665969324404618
GH_A05G0259	A05	2497682	0.73557360291316
GH_A05G0266	A05	2593491	0.0429525839485329
GH_A05G0268	A05	2603006	0.378334208130202
GH_A05G0274	A05	2641100	0.396634665624078
GH_A05G0281	A05	2688038	0.120949163656498
GH_A05G0284	A05	2744128	0.601691928231535
GH_A05G0304	A05	2927505	0.347842387247319
GH_A05G0306	A05	2937519	0.4128820067834
GH_A05G0315	A05	3028849	0.473629206511727
GH_A05G0318	A05	3104270	0.482642190063853
GH_A05G0325	A05	3177168	0.472271528893012
GH_A05G0331	A05	3231530	0.332439857888968
GH_A05G0335	A05	3255747	0.658456897201513
GH_A05G0338	A05	3308677	0.656677693385005
GH_A05G0341	A05	3315849	0.197103051139763
GH_A05G0382	A05	3627663	0.325347109413832
GH_A05G0393	A05	3728437	0.685591620416901
GH_A05G0396	A05	3735852	0.630529974049151
GH_A05G0397	A05	3738959	0.613074264610298
GH_A05G0435	A05	4047509	0.538545156178381
GH_A05G0437	A05	4058925	0.757083417022999
GH_A05G0438	A05	4071768	0.633643589876357
GH_A05G0442	A05	4131906	0.811446831251031
GH_A05G0444	A05	4142077	0.705164785068335
GH_A05G0467	A05	4337404	0.81310993471955
GH_A05G0472	A05	4384769	0.80521416893837
GH_A05G0475	A05	4422240	0.807392349832521
GH_A05G0501	A05	4600835	0.488432224710812
GH_A05G0503	A05	4624015	0.75116894841329
GH_A05G0504	A05	4648906	0.68264768673425
GH_A05G0514	A05	4794448	0.489472400251125
GH_A05G0525	A05	4887477	0.513658384089501
GH_A05G0527	A05	4904228	0.638274607230481
GH_A05G0532	A05	4953813	0.476846195156511
GH_A05G0535	A05	4977444	0.476846195156511
GH_A05G0549	A05	5088439	0.615842992704422
GH_A05G0598	A05	5454172	0.498413328086976
GH_A05G0599	A05	5456689	0.636342833976325
GH_A05G0603	A05	5522430	0.309020593316581
GH_A05G0623	A05	5629306	0.501821382307275
GH_A05G0624	A05	5660479	0.47587968929868
GH_A05G0626	A05	5669444	0.445846887488859
GH_A05G0629	A05	5684088	0.379437588079003
GH_A05G0632	A05	5717010	0.706937104254712
GH_A05G0646	A05	5829465	0.567529779794725
GH_A05G0648	A05	5847395	0.672633092054501
GH_A05G0651	A05	5888749	0.395851036291671
GH_A05G0656	A05	5912100	0.777208834806021
GH_A05G0660	A05	5932113	0.638150733893956
GH_A05G0672	A05	6024364	0.58158657732724
GH_A05G0675	A05	6044330	0.576187670847208
GH_A05G0679	A05	6097978	0.734851864201052
GH_A05G0685	A05	6138265	0.718048507893174
GH_A05G0686	A05	6141847	0.554081389094473
GH_A05G0699	A05	6265144	0.491376659983241
GH_A05G0713	A05	6405254	0.434383015019569
GH_A05G0716	A05	6455133	0.724645609129339
GH_A05G0802	A05	7248083	0.570338324658803
GH_A05G0806	A05	7273466	0.682064813987939
GH_A05G0838	A05	7625214	0.69907044440773
GH_A05G0839	A05	7628452	0.573929336156799
GH_A05G0870	A05	7919793	0.515751506840479
GH_A05G0873	A05	7952759	0.430115439560843
GH_A05G0887	A05	8089996	0.541378402352583
GH_A05G0918	A05	8306161	0.479865468913372
GH_A05G0935	A05	8445916	0.516859374804523
GH_A05G0942	A05	8482561	0.508827932896722
GH_A05G1077	A05	9625343	0.75080244976097
GH_A05G1083	A05	9669910	0.38568509897396
GH_A05G1094	A05	9745357	0.378872949127808
GH_A05G1102	A05	9823433	0.144419700541286
GH_A05G1105	A05	9857896	0.448046805950868
GH_A05G1118	A05	10006659	0.464702369531223
GH_A05G1121	A05	10026601	0.75426220710899
GH_A05G1136	A05	10215133	0.41904276986719
GH_A05G1335	A05	12196135	0.563759497742197
GH_A05G1369	A05	12565921	0.714185072917768
GH_A05G1441	A05	13206420	0.558335956414843
GH_A05G1442	A05	13212629	0.604897573550674
GH_A05G1486	A05	13662537	0.534927057415567
GH_A05G1494	A05	13757507	0.573186606662476
GH_A05G1501	A05	13846897	0.548108927105398
GH_A05G1507	A05	13939415	0.437166188132581
GH_A05G1515	A05	14053649	0.273015992646477
GH_A05G1520	A05	14084252	0.145176438105573
GH_A05G1524	A05	14107631	0.264120309678476
GH_A05G1528	A05	14139503	0.26935615421614
GH_A05G1586	A05	14842532	0.574064326331007
GH_A05G1587	A05	14844873	0.222391842752437
GH_A05G1593	A05	14886692	0.527685308591966
GH_A05G1601	A05	15024115	0.25378769521306
GH_A05G1646	A05	15532156	0.55016622028583
GH_A05G1679	A05	15914527	0.643045482488027
GH_A05G1683	A05	15946156	0.372605819807615
GH_A05G1688	A05	15984936	0.646340037633184
GH_A05G1708	A05	16183278	0.612721797204783
GH_A05G1709	A05	16187832	0.659771659053631
GH_A05G1741	A05	16424816	0.506231009473993
GH_A05G1761	A05	16539143	0.465239657903292
GH_A05G1841	A05	17300918	0.508577167912624
GH_A05G1875	A05	17723598	0.356831148018207
GH_A05G2155	A05	20682107	0.676654320719316
GH_A05G2168	A05	20845260	0.317105605510874
GH_A05G2183	A05	21070557	0.778535487192378
GH_A05G2184	A05	21075391	0.778535487192378
GH_A05G2185	A05	21080615	0.800888289224284
