gene	chr	pos	fdr
GH_A01G0483	A01	5599334	0.402335340517685
GH_A01G0485	A01	5635451	0.518338036929947
GH_A01G0500	A01	5754654	0.719037180814386
GH_A01G0503	A01	5844312	0.733067517122428
GH_A01G0521	A01	6383879	0.4778527391875
GH_A01G0522	A01	6386057	0.74663192163822
GH_A01G0524	A01	6408699	0.532596566999556
GH_A01G0525	A01	6426889	0.628786579247152
GH_A01G0529	A01	6478739	0.617486651799976
GH_A01G0561	A01	6873579	0.511031089348782
GH_A01G0591	A01	7240658	0.491868961478734
GH_A01G0605	A01	7392382	0.639655767317313
GH_A01G0619	A01	7565062	0.538929977563631
GH_A01G0620	A01	7583748	0.555329661027408
GH_A01G0625	A01	7657695	0.652414023755713
GH_A01G0626	A01	7668104	0.594376555762739
GH_A01G0630	A01	7730133	0.834498446961454
GH_A01G0633	A01	7755107	0.678328340971891
GH_A01G0693	A01	9226467	0.867928500431346
GH_A01G0702	A01	9695664	0.682655601337662
GH_A01G0704	A01	9729247	0.642969862981386
GH_A01G0710	A01	9849202	0.716388094350426
GH_A01G0808	A01	12188215	0.497858480921842
GH_A01G0811	A01	12196421	0.519389594835395
GH_A01G0873	A01	13655038	0.750407140607955
GH_A01G0897	A01	14100697	0.72569560578229
GH_A01G0927	A01	15754817	0.749541044272389
GH_A01G0930	A01	15863982	0.818284161046317
GH_A01G0939	A01	16454111	0.795253380303659
GH_A01G0940	A01	16461687	0.764062621908722
GH_A01G0946	A01	16613117	0.774751543117674
GH_A01G0947	A01	16649114	0.710897568970279
GH_A01G0948	A01	16670411	0.697814138301119
GH_A01G0949	A01	16748701	0.775965758758585
GH_A01G0974	A01	17846048	0.781887572211081
GH_A01G0987	A01	18320742	0.718810461502655
GH_A01G0999	A01	18882060	0.770162581731048
GH_A01G1016	A01	19170056	0.641905938406288
GH_A01G1022	A01	19336209	0.786212613897077
GH_A01G1024	A01	19409027	0.54677333235774
GH_A01G1032	A01	19550147	0.242148706206966
GH_A01G1033	A01	19595675	0.708019951312478
GH_A01G1048	A01	19818508	0.638230870593291
GH_A01G1051	A01	19956499	0.589875226952707
GH_A01G1079	A01	21046696	0.769265088734343
GH_A01G1081	A01	21126188	0.705084717881087
GH_A01G1195	A01	27335523	0.79117326642418
GH_A01G1269	A01	38519581	0.427866306425695
GH_A01G1289	A01	40617782	0.417880003873548
GH_A01G1300	A01	41605232	0.549153863910889
GH_A01G1312	A01	42590097	0.662453081126576
GH_A01G1512	A01	72338100	0.780182651350862
GH_A01G1582	A01	82200007	0.711035536690371
GH_A01G1673	A01	94157608	0.717326553700917
GH_A01G1681	A01	94563132	0.699306394146528
GH_A01G1684	A01	94718590	0.70639196668122
GH_A01G1698	A01	95407890	0.734670332934241
GH_A01G1700	A01	95496629	0.718330865053359
GH_A01G1701	A01	95603248	0.754477648711015
GH_A01G1704	A01	96165579	0.707703800295931
GH_A01G1715	A01	98881177	0.667287025059842
GH_A01G1731	A01	100704409	0.724918754865584
GH_A01G1733	A01	100889268	0.730014240447011
GH_A01G1743	A01	102276642	0.83042170804484
GH_A01G1744	A01	102279431	0.864491456956588
GH_A01G1749	A01	102916537	0.60817716077668
GH_A01G1763	A01	103465418	0.706632443003941
GH_A01G1780	A01	105001499	0.470027515361998
GH_A01G1781	A01	105006671	0.845237025635723
GH_A01G1829	A01	106843766	0.466452249344957
GH_A01G1891	A01	108192146	0.756409735403219
GH_A01G1892	A01	108193389	0.597172651397309
GH_A01G1918	A01	108660042	0.594474257323111
GH_A01G1946	A01	109167688	0.63499689765418
GH_A01G1947	A01	109170676	0.406846651727031
GH_A01G1951	A01	109257905	0.592317581170859
GH_A01G1952	A01	109260583	0.611973903996472
GH_A01G1979	A01	109816394	0.529805952345431
GH_A01G1980	A01	109916312	0.529805952345431
GH_A01G2022	A01	111077251	0.40838826009676
GH_A01G2024	A01	111090135	0.604624703779647
GH_A01G2025	A01	111092658	0.707748945341377
GH_A01G2046	A01	111653596	0.101572546337932
GH_A01G2076	A01	112329534	0.134635444598865
GH_A01G2086	A01	112505185	0.261335365808937
GH_A01G2091	A01	112594424	0.320682933259141
GH_A01G2104	A01	113017376	0.385292401909598
GH_A01G2113	A01	113096617	0.592890330956185
GH_A01G2150	A01	113641573	0.355728297300751
GH_A01G2206	A01	114485428	0.327539651869853
GH_A01G2208	A01	114525508	0.280348665906683
GH_A01G2209	A01	114797430	0.426838307879929
GH_A01G2212	A01	114904783	0.412505869398951
GH_A01G2253	A01	115594835	0.68049438306862
GH_A01G2257	A01	115734362	0.554876672116079
GH_A01G2258	A01	115746663	0.466803409627248
GH_A01G2310	A01	116304754	0.576892505180207
GH_A01G2318	A01	116435732	0.54346505841741
GH_A01G2337	A01	116611418	0.837015898691406
GH_A01G2358	A01	116793439	0.640793464161716
GH_A01G2388	A01	117005882	0.317476702973015
GH_A01G2390	A01	117049201	0.272738747632034
GH_A01G2399	A01	117123263	0.605122164740795
GH_A01G2409	A01	117219182	0.557282159620006
GH_A01G2416	A01	117313667	0.0998507052503314
GH_A01G2418	A01	117348961	0.292444127397058
GH_A01G2431	A01	117430693	0.32358456485207
GH_A01G2464	A01	117787288	0.0022202499582771
GH_A01G2469	A01	117821412	0.0022202499582771
GH_A02G0003	A02	21380	0.431996976956914
GH_A02G0004	A02	37559	0.431996976956914
GH_A02G0050	A02	363383	0.703170853980216
GH_A02G0062	A02	507221	0.236484118757941
GH_A02G0068	A02	548198	0.647819895392015
GH_A02G0085	A02	695735	0.709234502151453
GH_A02G0088	A02	714566	0.713856669516242
GH_A02G0089	A02	717158	0.7508600250574
GH_A02G0096	A02	787897	0.7428257964067
GH_A02G0098	A02	833745	0.760135673582747
GH_A02G0131	A02	1184965	0.780917172689447
GH_A02G0139	A02	1238912	0.688543823613345
GH_A02G0141	A02	1274107	0.663986887276649
GH_A02G0152	A02	1513557	0.807869567977581
GH_A02G0153	A02	1519031	0.676782818689127
GH_A02G0171	A02	1710562	0.493156767581474
GH_A02G0172	A02	1716843	0.743990215017079
GH_A02G0189	A02	1942966	0.852747276114508
GH_A02G0200	A02	2076444	0.812128467611801
GH_A02G0278	A02	3024529	0.748135226477578
GH_A02G0282	A02	3058801	0.715596741527254
GH_A02G0290	A02	3118258	0.600203178248819
GH_A02G0292	A02	3125472	0.497371299661106
GH_A02G0297	A02	3178755	0.73286227991782
GH_A02G0303	A02	3245303	0.672637652290727
GH_A02G0304	A02	3249621	0.711195049273688
GH_A02G0334	A02	3592520	0.369346092683314
GH_A02G0341	A02	3664593	0.264642796884422
GH_A02G0398	A02	4406389	0.51928362185581
GH_A02G0401	A02	4421477	0.626820720330047
GH_A02G0402	A02	4423010	0.46731399376647
GH_A02G0411	A02	4617977	0.551326857811633
GH_A02G0431	A02	4969110	0.653422682924818
GH_A02G0435	A02	5090916	0.499934930250868
GH_A02G0465	A02	5767750	0.586317442198682
GH_A02G0469	A02	5822771	0.25016922333137
GH_A02G0470	A02	5834492	0.821095277502394
GH_A02G0474	A02	5866405	0.418682765446251
GH_A02G0476	A02	5896162	0.38946805739729
GH_A02G0483	A02	5980371	0.755708495253323
GH_A02G0485	A02	5996671	0.864329639127987
GH_A02G0506	A02	6524741	0.786801704185556
GH_A02G0507	A02	6549622	0.749791063605889
GH_A02G0510	A02	6690127	0.657150003126049
GH_A02G0526	A02	6949736	0.323420211499546
GH_A02G0535	A02	7030811	0.637061606069248
GH_A02G0537	A02	7036262	0.610962709849003
GH_A02G0563	A02	7493388	0.425541063907259
GH_A02G0628	A02	8905971	0.778252148460673
GH_A02G0688	A02	10231674	0.64658071269415
GH_A02G0695	A02	10385274	0.73901499662748
GH_A02G0750	A02	11755665	0.334204742471055
GH_A02G0798	A02	14077919	0.674809334744239
GH_A02G0800	A02	14153416	0.762106795468461
GH_A02G0802	A02	14260836	0.803256305432018
GH_A02G0804	A02	14269109	0.79910356228914
GH_A02G0806	A02	14320863	0.686336837274853
GH_A02G1077	A02	42932052	0.671141518892191
GH_A02G1081	A02	43019705	0.718132535546496
GH_A02G1088	A02	43279435	0.662866827693247
GH_A02G1354	A02	80012289	0.345578925709236
GH_A02G1369	A02	82257611	0.520963531354147
GH_A02G1547	A02	98348168	0.680916315816781
GH_A02G1549	A02	98558121	0.749151419923138
GH_A02G1563	A02	99121619	0.785924491804278
GH_A02G1570	A02	99296551	0.511482878669226
GH_A02G1583	A02	99679003	0.787983253414855
GH_A02G1623	A02	100899155	0.525031208079151
GH_A02G1625	A02	100926699	0.39079425600056
GH_A02G1626	A02	100959911	0.79988434354384
GH_A02G1692	A02	103699993	0.742711424850987
GH_A02G1707	A02	103868457	0.706954438647335
GH_A02G1715	A02	104064732	0.769575759870222
GH_A02G1719	A02	104226279	0.495721645356785
GH_A02G1733	A02	104502794	0.778794750139135
GH_A02G1734	A02	104509381	0.771115762432839
GH_A02G1740	A02	104650002	0.716240120761721
GH_A02G1741	A02	104655876	0.716240120761721
GH_A02G1742	A02	104664706	0.818229670827646
GH_A02G1743	A02	104678202	0.806956404637434
GH_A02G1745	A02	104706218	0.728144278822668
GH_A02G1770	A02	105241310	0.806430295491936
GH_A02G1771	A02	105246297	0.759621449359376
GH_A02G1793	A02	105528457	0.705939935547848
GH_A02G1814	A02	105834826	0.822790542280533
GH_A02G1825	A02	105919294	0.778184623471311
GH_A02G1850	A02	106411063	0.75482234971502
GH_A02G1862	A02	106571271	0.493156884754802
GH_A02G1863	A02	106589112	0.5477104400557
GH_A02G1866	A02	106606628	0.491613837716801
GH_A02G1872	A02	106672544	0.535387352991689
GH_A02G1874	A02	106694236	0.677713685744219
GH_A02G1885	A02	106901255	0.447349340916173
GH_A02G1920	A02	107202046	0.38707752379496
GH_A02G1923	A02	107259410	0.635499943998083
GH_A02G1934	A02	107365525	0.5232006386175
GH_A02G1935	A02	107367048	0.442164469685479
GH_A02G1949	A02	107462368	0.84167029512102
GH_A02G1981	A02	107696516	0.792890398301473
GH_A02G2033	A02	107992076	0.793050900883279
GH_A02G2034	A02	108003435	0.797336815623274
GH_A02G2036	A02	108013576	0.69966485505966
GH_A02G2057	A02	108137751	0.684000564151358
GH_A02G2059	A02	108143579	0.697749519809773
GH_A02G2060	A02	108148525	0.516255297556313
GH_A02G2064	A02	108183370	0.722948729283476
GH_A03G0003	A03	19066	0.645329522873939
GH_A03G0005	A03	34799	0.475933815747863
GH_A03G0020	A03	129662	0.086293142815047
GH_A03G0029	A03	216498	0.496885729168774
GH_A03G0063	A03	629786	0.216986788032706
GH_A03G0100	A03	1141800	0.0576127496347873
GH_A03G0109	A03	1290341	0.507084026164775
GH_A03G0119	A03	1384840	0.482073596466438
GH_A03G0120	A03	1400547	0.730283117682013
GH_A03G0133	A03	1582380	0.444715536940718
GH_A03G0160	A03	2005786	0.759168512175418
GH_A03G0167	A03	2156828	0.86155457795361
GH_A03G0169	A03	2174527	0.660358571889296
GH_A03G0229	A03	2942740	0.758220159545093
GH_A03G0246	A03	3130366	0.699266262236171
GH_A03G0273	A03	3456806	0.54939590390311
GH_A03G0274	A03	3459734	0.256470929047136
GH_A03G0278	A03	3480847	0.621801912704687
GH_A03G0284	A03	3535861	0.378558441570115
GH_A03G0302	A03	3786044	0.447122576145802
GH_A03G0310	A03	3863907	0.311070831098317
GH_A03G0313	A03	3914244	0.523590049376388
GH_A03G0316	A03	3951616	0.466382402557468
GH_A03G0335	A03	4241561	0.394593463756966
GH_A03G0336	A03	4260440	0.795859868592425
GH_A03G0341	A03	4352408	0.755462128968628
GH_A03G0343	A03	4379762	0.563310312138822
GH_A03G0346	A03	4404861	0.443436028472107
GH_A03G0351	A03	4448134	0.706533874709896
GH_A03G0370	A03	4767199	0.785576553872499
GH_A03G0384	A03	4987757	0.811791917621858
GH_A03G0386	A03	5006303	0.698604252010451
GH_A03G0441	A03	6034430	0.722197941507993
GH_A03G0459	A03	6273949	0.79925221475606
GH_A03G0469	A03	6465897	0.63398719108807
GH_A03G0479	A03	6930856	0.619687463173308
GH_A03G0480	A03	6982893	0.704263819052445
GH_A03G0487	A03	7151358	0.566453559905693
GH_A03G0491	A03	7178730	0.759465927333651
GH_A03G0496	A03	7277727	0.706825991432627
GH_A03G0540	A03	8181492	0.442920020424211
GH_A03G0580	A03	9106055	0.331859834169979
GH_A03G0586	A03	9185299	0.711603093043795
GH_A03G0587	A03	9193793	0.633015662947405
GH_A03G0619	A03	10245461	0.758693820963667
GH_A03G0642	A03	11416997	0.799812582743679
GH_A03G0710	A03	13737287	0.457075907703541
GH_A03G0779	A03	16406485	0.822760884063517
GH_A03G0780	A03	16413597	0.640517161555542
GH_A03G0782	A03	16497366	0.608850981725475
GH_A03G0809	A03	17550028	0.657578274255653
GH_A03G0810	A03	17556691	0.667038383186878
GH_A03G0818	A03	18118035	0.773436304314903
GH_A03G0999	A03	36405428	0.542915521368116
GH_A03G1145	A03	58049052	0.757654869692789
GH_A03G1190	A03	65485565	0.788480934398334
GH_A03G1210	A03	66553975	0.802475574482127
GH_A03G1352	A03	78530997	0.768540612611241
GH_A03G1393	A03	85735896	0.771082979174343
GH_A03G1420	A03	88156721	0.798941693040152
GH_A03G1534	A03	94362288	0.584571992763869
GH_A03G1565	A03	95631482	0.668675641163886
GH_A03G1583	A03	96896980	0.600358426898425
GH_A03G1586	A03	96951207	0.727408735876377
GH_A03G1587	A03	97044846	0.649111348697825
GH_A03G1597	A03	97304328	0.696828108801097
GH_A03G1599	A03	97451576	0.694827121258775
GH_A03G1602	A03	97511945	0.79443086141943
GH_A03G1608	A03	97616474	0.761318672975101
GH_A03G1609	A03	97624468	0.770966406791649
GH_A03G1610	A03	97652915	0.803748814356983
GH_A03G1668	A03	100182028	0.558005046329741
GH_A03G1711	A03	101826872	0.624971052058837
GH_A03G1716	A03	101991338	0.729448832414232
GH_A03G1728	A03	102166928	0.779526870557895
GH_A03G1737	A03	102617373	0.838094036235138
GH_A03G1794	A03	103922365	0.787844370184849
GH_A03G1811	A03	104309482	0.467338495513769
GH_A03G1815	A03	104451813	0.251142068554083
GH_A03G1833	A03	104820721	0.739800699598271
GH_A03G1835	A03	104829433	0.792160480218075
GH_A03G1842	A03	104898603	0.487867332500396
GH_A03G1845	A03	105017380	0.747745275601199
GH_A03G1846	A03	105067128	0.510214152212877
GH_A03G1851	A03	105123321	0.401991365982006
GH_A03G1867	A03	105525658	0.694770840915805
GH_A03G1887	A03	105759991	0.708341880781505
GH_A03G1923	A03	106257713	0.766449894084512
GH_A03G1936	A03	106633011	0.568256458521451
GH_A03G1942	A03	106746622	0.513999295672108
GH_A03G1968	A03	107093547	0.784938571021128
GH_A03G1970	A03	107119931	0.771048405098519
GH_A03G1986	A03	107267929	0.478271366496854
GH_A03G2001	A03	107493624	0.212071188530657
GH_A03G2045	A03	108358584	0.676273405793255
GH_A03G2060	A03	108489947	0.503161288465111
GH_A03G2080	A03	108661749	0.558864246398768
GH_A03G2096	A03	108860863	0.568796395766289
GH_A03G2111	A03	108999443	0.138207083849883
GH_A03G2170	A03	109607386	0.801469018642387
GH_A03G2172	A03	109633854	0.760482707095024
GH_A03G2184	A03	109712969	0.771874488371717
GH_A03G2206	A03	109899610	0.759222643831474
GH_A03G2254	A03	110284073	0.676018757914635
GH_A03G2277	A03	110488298	0.528121409511775
GH_A03G2286	A03	110547027	0.516838694013722
GH_A03G2308	A03	110701736	0.675661024873077
GH_A03G2309	A03	110705077	0.624725570399133
GH_A03G2310	A03	110709223	0.446883522662256
GH_A03G2315	A03	110725955	0.574693876651681
GH_A03G2316	A03	110727830	0.599636482911714
GH_A03G2317	A03	110729299	0.612336027001078
GH_A03G2318	A03	110738031	0.48716019874119
GH_A03G2329	A03	110830065	0.405181672935889
GH_A03G2331	A03	110845470	0.549004100755811
GH_A03G2332	A03	110849776	0.513514994703216
GH_A03G2337	A03	110885613	0.75724326155802
GH_A03G2353	A03	110990608	0.429186233895044
GH_A03G2362	A03	111043397	0.668807996421466
GH_A03G2363	A03	111049245	0.766102660128345
GH_A03G2444	A03	111508218	0.726351445295482
GH_A04G0026	A04	245475	0.487390865908948
GH_A04G0027	A04	256169	0.244723965260386
GH_A04G0043	A04	431999	0.758331873630556
GH_A04G0047	A04	494049	0.675247504761055
GH_A04G0053	A04	532560	0.72936153379477
GH_A04G0061	A04	607940	0.642740525392589
GH_A04G0070	A04	864652	0.777984797045151
GH_A04G0073	A04	928971	0.667848949774866
GH_A04G0077	A04	965141	0.757689339789717
GH_A04G0081	A04	1025448	0.726345393742193
GH_A04G0094	A04	1217592	0.64768084744669
GH_A04G0096	A04	1226374	0.680340394964139
GH_A04G0099	A04	1281675	0.74761339453747
GH_A04G0109	A04	1396253	0.77908852944382
GH_A04G0115	A04	1471698	0.687799061212476
GH_A04G0141	A04	1721984	0.599748566797635
GH_A04G0142	A04	1741210	0.813894087885764
GH_A04G0143	A04	1749801	0.616685762969876
GH_A04G0144	A04	1773096	0.787041936405186
GH_A04G0160	A04	2340429	0.748290323060793
GH_A04G0165	A04	2420863	0.369088438009079
GH_A04G0211	A04	3231471	0.625926064420787
GH_A04G0217	A04	3524764	0.839454717829839
GH_A04G0224	A04	3921638	0.556042634202486
GH_A04G0230	A04	4323030	0.703397137427414
GH_A04G0239	A04	4470897	0.76638134348459
GH_A04G0241	A04	4492063	0.329718267833451
GH_A04G0242	A04	4517757	0.331717991889961
GH_A04G0243	A04	4558007	0.440832093750827
GH_A04G0246	A04	4597448	0.338352524791199
GH_A04G0249	A04	4615376	0.603233636616626
GH_A04G0250	A04	4632728	0.501214679369084
GH_A04G0254	A04	4723962	0.579574848996057
GH_A04G0272	A04	4900228	0.548259482924014
GH_A04G0276	A04	4999800	0.691891203899785
GH_A04G0282	A04	5225162	0.824219380885635
GH_A04G0315	A04	6202551	0.684403680713817
GH_A04G0317	A04	6219181	0.617592250584657
GH_A04G0326	A04	6405371	0.561723799677493
GH_A04G0335	A04	6524394	0.772676080222845
GH_A04G0337	A04	6556834	0.797773560852748
GH_A04G0345	A04	6910851	0.701958147685312
GH_A04G0346	A04	6915975	0.612476119132345
GH_A04G0348	A04	6989418	0.702076612312288
GH_A04G0349	A04	7004058	0.688618099841041
GH_A04G0355	A04	7113539	0.739128967852667
GH_A04G0357	A04	7166978	0.746050634822665
GH_A04G0390	A04	7626071	0.811531358583172
GH_A04G0396	A04	7821501	0.756314503345513
GH_A04G0399	A04	7902183	0.723301620029844
GH_A04G0406	A04	8055062	0.620002785742977
GH_A04G0419	A04	8437330	0.765064476657001
GH_A04G0426	A04	8933843	0.731695814798171
GH_A04G0427	A04	8940816	0.737064007351206
GH_A04G0443	A04	9186053	0.696757926311079
GH_A04G0494	A04	11427414	0.113857184264941
GH_A04G0501	A04	11724183	0.770163264769505
GH_A04G0523	A04	12341852	0.701055832090235
GH_A04G0936	A04	68038772	0.519777963305103
GH_A04G1146	A04	77811509	0.284899106447965
GH_A04G1167	A04	78238655	0.628978598294706
GH_A04G1168	A04	78244720	0.321101815546533
GH_A04G1169	A04	78247616	0.52699468342481
GH_A04G1180	A04	78681821	0.491636851936991
GH_A04G1200	A04	79724295	0.675536147627938
GH_A04G1201	A04	79726375	0.675910168887178
GH_A04G1202	A04	79727977	0.680115926369757
GH_A04G1203	A04	79737725	0.671253154749533
GH_A04G1240	A04	80700438	0.518300633035193
GH_A04G1292	A04	82114789	0.151623860494031
GH_A04G1322	A04	82738480	0.7196797166536
GH_A04G1324	A04	82748054	0.705563657153585
GH_A04G1325	A04	82755718	0.705563657153585
GH_A04G1339	A04	83026685	0.320333807481014
GH_A04G1346	A04	83109443	0.654600190019375
GH_A04G1347	A04	83117511	0.626714955951352
GH_A04G1361	A04	83310623	0.570332353172438
GH_A04G1377	A04	83503552	0.755124047531893
GH_A04G1378	A04	83509768	0.83276403797187
GH_A04G1379	A04	83513163	0.832201200688453
GH_A04G1382	A04	83622997	0.727820410961671
GH_A04G1388	A04	83728769	0.746836432651884
GH_A04G1390	A04	83830123	0.8060865712364
GH_A04G1391	A04	83872743	0.734617826463892
GH_A04G1406	A04	84148900	0.604087289243012
GH_A04G1429	A04	84442850	0.80928921390235
GH_A04G1481	A04	84971197	0.667034275148321
GH_A04G1526	A04	85440951	0.193290732330424
GH_A04G1542	A04	85538104	0.320303043325294
GH_A04G1552	A04	85656722	0.697127961284677
GH_A04G1555	A04	85709659	0.78899728521872
GH_A04G1557	A04	85762091	0.672011787990244
GH_A04G1565	A04	85827317	0.588870133751784
GH_A04G1588	A04	86053158	0.787604146378885
GH_A04G1605	A04	86208374	0.463707982120201
GH_A04G1606	A04	86212927	0.630558152403667
GH_A04G1641	A04	86496875	0.531244531506
GH_A04G1666	A04	86739497	0.794400598157787
GH_A04G1687	A04	86916829	0.553185563619772
GH_A04G1733	A04	87377551	0.741246949069375
GH_A04G1744	A04	87467855	0.745758674091111
GH_A04G1751	A04	87520318	0.720103961023176
GH_A04G1771	A04	87654269	0.757314759148846
GH_A05G0051	A05	735943	0.692495552346913
GH_A05G0133	A05	1383019	0.777322943676096
GH_A05G0139	A05	1422470	0.763498140689995
GH_A05G0217	A05	2044353	0.0576127496347873
GH_A05G0219	A05	2050602	0.150632598766546
GH_A05G0225	A05	2096544	0.518112340178362
GH_A05G0226	A05	2111741	0.357523463404306
GH_A05G0246	A05	2328470	0.162796425298592
GH_A05G0249	A05	2350325	0.0316482998438621
GH_A05G0250	A05	2356234	0.216521048697088
GH_A05G0254	A05	2398124	0.260087105221298
GH_A05G0259	A05	2497682	0.603393149550797
GH_A05G0260	A05	2501663	0.79480094857546
GH_A05G0266	A05	2593491	0.0169837840522486
GH_A05G0268	A05	2603006	0.417316954845349
GH_A05G0281	A05	2688038	0.0980695875539628
GH_A05G0304	A05	2927505	0.431746700509482
GH_A05G0315	A05	3028849	0.731073462004263
GH_A05G0318	A05	3104270	0.578549966254673
GH_A05G0325	A05	3177168	0.726281259129441
GH_A05G0335	A05	3255747	0.495500771438364
GH_A05G0338	A05	3308677	0.72874214462088
GH_A05G0393	A05	3728437	0.634394532072436
GH_A05G0396	A05	3735852	0.694632758698487
GH_A05G0397	A05	3738959	0.753000210099022
GH_A05G0426	A05	3940802	0.68880396810168
GH_A05G0435	A05	4047509	0.693995893092851
GH_A05G0442	A05	4131906	0.826009113691828
GH_A05G0467	A05	4337404	0.78484005833671
GH_A05G0472	A05	4384769	0.815778933857097
GH_A05G0475	A05	4422240	0.780068191009382
GH_A05G0479	A05	4466434	0.655752984447714
GH_A05G0493	A05	4541551	0.774258322065657
GH_A05G0501	A05	4600835	0.433939655537465
GH_A05G0504	A05	4648906	0.417843311934742
GH_A05G0505	A05	4660854	0.552026811622433
GH_A05G0514	A05	4794448	0.552026811622433
GH_A05G0525	A05	4887477	0.723807817148771
GH_A05G0527	A05	4904228	0.376784082863658
GH_A05G0528	A05	4906138	0.821466463514344
GH_A05G0535	A05	4977444	0.473886444357866
GH_A05G0592	A05	5423281	0.647842566082032
GH_A05G0596	A05	5441069	0.628247568654514
GH_A05G0597	A05	5446255	0.709075221868047
GH_A05G0599	A05	5456689	0.609746767188574
GH_A05G0615	A05	5591529	0.235282650191
GH_A05G0623	A05	5629306	0.529712040593725
GH_A05G0624	A05	5660479	0.531603225677281
GH_A05G0626	A05	5669444	0.558540276657729
GH_A05G0632	A05	5717010	0.79246247316099
GH_A05G0643	A05	5789504	0.656535891253443
GH_A05G0646	A05	5829465	0.584895084303545
GH_A05G0648	A05	5847395	0.70695141675519
GH_A05G0651	A05	5888749	0.657210477463664
GH_A05G0660	A05	5932113	0.743693116655299
GH_A05G0672	A05	6024364	0.44109922224082
GH_A05G0675	A05	6044330	0.627244449947243
GH_A05G0679	A05	6097978	0.766357196864813
GH_A05G0685	A05	6138265	0.705055430013058
GH_A05G0686	A05	6141847	0.751580644527387
GH_A05G0699	A05	6265144	0.655854962237301
GH_A05G0713	A05	6405254	0.58853597181639
GH_A05G0716	A05	6455133	0.649799898803219
GH_A05G0802	A05	7248083	0.511006518952367
GH_A05G0806	A05	7273466	0.498198917372086
GH_A05G0838	A05	7625214	0.534874889739287
GH_A05G0839	A05	7628452	0.559923906337974
GH_A05G0870	A05	7919793	0.61992332389631
GH_A05G0887	A05	8089996	0.719465157192399
GH_A05G0918	A05	8306161	0.758747142446256
GH_A05G0935	A05	8445916	0.509919953996094
GH_A05G0942	A05	8482561	0.570984173554548
GH_A05G0943	A05	8487091	0.52276779409627
GH_A05G1000	A05	8894584	0.517447340445923
GH_A05G1077	A05	9625343	0.768137132029842
GH_A05G1083	A05	9669910	0.331501822072418
GH_A05G1094	A05	9745357	0.331652165037763
GH_A05G1101	A05	9808817	0.388147552549984
GH_A05G1102	A05	9823433	0.171137393060491
GH_A05G1103	A05	9829747	0.549161759837228
GH_A05G1105	A05	9857896	0.476111109747615
GH_A05G1118	A05	10006659	0.756200876520447
GH_A05G1136	A05	10215133	0.420108636872989
GH_A05G1218	A05	11101979	0.793112865061091
GH_A05G1290	A05	11747499	0.582364602393211
GH_A05G1335	A05	12196135	0.767904157973697
GH_A05G1336	A05	12206342	0.776734946749829
GH_A05G1369	A05	12565921	0.775132252105859
GH_A05G1373	A05	12588297	0.777792970800916
GH_A05G1483	A05	13619817	0.576719866029691
GH_A05G1485	A05	13644707	0.729185630532661
GH_A05G1486	A05	13662537	0.739042116299423
GH_A05G1494	A05	13757507	0.640301279455494
GH_A05G1501	A05	13846897	0.475051394549403
GH_A05G1507	A05	13939415	0.414735246597156
GH_A05G1515	A05	14053649	0.263232462011647
GH_A05G1520	A05	14084252	0.46617063074934
GH_A05G1524	A05	14107631	0.514632048978345
